timestamp,machine_id,machine_type,machine_age_years,operating_hours,load_pct,temperature_c,vibration_mm_s,pressure_bar,rpm,failure_flag,failure_type,downtime_hours,downtime_reason,production_units,defect_units,good_units,energy_kwh,maintenance_hours,maintenance_cost_inr,setup_hours,revenue_inr,downtime_loss_inr,scrap_cost_inr,total_loss_inr,availability_pct,performance_pct,quality_pct,oee_pct
2025-06-21 04:00:00,M-013,Press,15,19.21,98.99,102.82,3.543,117.06,1901,0,No Failure,0.61,No Downtime,1302,70,1232,409.09,0.0,0.0,0.0,153990.74,5352.23,4812.5,10164.73,96.82,96.8,94.62,88.68
2025-06-21 04:00:00,M-018,Injection Molding,15,24.0,84.29,104.4,2.911,117.59,1133,1,Tool Wear,1.53,Tool Wear Failure,1154,57,1097,471.06,6.74,15218.48,0.0,104233.55,8732.07,2978.25,26928.8,93.62,80.15,95.06,71.33
2025-06-21 05:00:00,M-015,CNC Lathe,6,12.69,74.71,88.12,2.948,125.37,1469,0,No Failure,0.37,No Downtime,611,19,592,222.71,0.0,0.0,0.0,109550.55,3583.17,1933.25,5516.42,97.07,92.61,96.89,87.09
2025-06-21 05:00:00,M-002,Injection Molding,11,14.5,87.66,94.23,2.603,136.51,1241,0,No Failure,0.72,No Downtime,667,17,650,283.61,0.0,0.0,0.0,61715.86,4076.46,888.25,4964.71,95.07,76.65,97.45,71.01
2025-06-21 05:00:00,M-011,CNC Lathe,7,20.26,82.19,78.72,3.004,131.57,1758,0,No Failure,0.89,Setup/Changeover,931,23,908,369.38,0.0,0.0,0.0,167980.32,8596.66,2340.25,10936.91,95.59,88.35,97.53,82.37
2025-06-21 08:00:00,M-029,Press,8,16.2,88.39,82.68,1.948,103.05,2207,0,No Failure,0.04,No Downtime,1054,32,1022,309.46,0.0,0.0,0.0,127754.46,380.39,2200.0,2580.39,99.73,92.95,96.96,89.89
2025-06-21 10:00:00,M-014,Injection Molding,3,15.15,71.65,74.22,2.281,119.79,1878,0,No Failure,0.4,No Downtime,707,25,682,281.12,0.0,0.0,0.0,64807.39,2273.65,1306.25,3579.9,97.37,77.81,96.46,73.08
2025-06-21 10:00:00,M-022,CNC Lathe,13,20.83,91.23,94.32,2.897,111.41,1977,0,No Failure,0.13,No Downtime,1130,34,1096,412.89,0.0,0.0,0.0,202778.32,1272.36,3459.5,4731.86,99.37,104.33,96.99,100.0
2025-06-21 12:00:00,M-015,Injection Molding,6,15.93,87.01,83.94,2.186,114.2,1730,1,Mechanical,1.07,Mechanical Failure,793,19,774,308.85,4.68,10013.71,2.23,73558.15,6082.58,992.75,17089.04,93.3,82.98,97.6,75.57
2025-06-21 13:00:00,M-014,CNC Lathe,3,13.43,76.49,81.25,2.783,100.83,1803,0,No Failure,0.29,No Downtime,639,32,607,238.27,0.0,0.0,0.0,112294.96,2765.23,3256.0,6021.23,97.86,91.48,94.99,85.04
2025-06-21 13:00:00,M-016,Injection Molding,15,19.9,69.0,87.1,2.04,112.15,1262,1,Tool Wear,3.26,Tool Wear Failure,841,35,806,327.54,8.59,17587.57,0.0,76611.62,18604.75,1828.75,38021.07,83.6,70.46,95.84,56.45
2025-06-21 13:00:00,M-023,Press,5,18.5,91.87,84.66,3.188,108.57,2115,0,No Failure,0.52,No Downtime,1179,45,1134,357.69,0.0,0.0,0.0,141745.33,4512.58,3093.75,7606.33,97.21,91.03,96.18,85.12
2025-06-21 14:00:00,M-029,Injection Molding,8,15.75,59.06,73.27,1.727,111.94,1953,0,No Failure,0.06,No Downtime,832,15,817,251.21,4.18,4726.0,0.0,77614.81,344.46,783.75,5854.2,99.62,88.05,98.2,86.13
2025-06-21 16:00:00,M-015,Grinding,6,15.56,61.59,84.67,2.577,120.15,2034,0,No Failure,0.14,No Downtime,644,31,613,247.19,0.0,0.0,0.0,128639.05,1362.01,3580.5,4942.51,99.07,91.92,95.18,86.68
2025-06-21 20:00:00,M-019,CNC Mill,8,13.34,78.35,92.84,2.338,120.14,1903,1,Tool Wear,18.07,Tool Wear Failure,0,0,0,233.25,6.43,10175.73,0.0,0.0,173823.17,0.0,183998.89,0.0,0.0,0.0,0.0
2025-06-22 03:00:00,M-027,CNC Lathe,11,19.9,42.39,83.54,1.429,121.98,1662,0,No Failure,0.24,No Downtime,1057,21,1036,280.44,0.0,0.0,0.0,191581.74,2353.27,2136.75,4490.02,98.77,102.1,98.01,98.84
2025-06-22 03:00:00,M-009,Grinding,15,15.56,100.0,101.19,3.192,114.16,1953,0,No Failure,0.25,No Downtime,584,23,561,322.15,0.0,0.0,0.0,117762.12,2388.51,2656.5,5045.01,98.38,83.37,96.06,78.79
2025-06-22 05:00:00,M-005,CNC Lathe,11,13.92,77.71,93.69,2.946,96.38,1710,1,Tool Wear,6.04,Tool Wear Failure,430,19,411,255.9,5.75,12597.44,0.0,76081.81,58109.85,1933.25,72640.54,56.61,59.44,95.58,32.16
2025-06-22 05:00:00,M-005,Injection Molding,11,11.86,99.05,98.14,2.819,139.02,1775,0,No Failure,0.31,No Downtime,728,16,712,241.82,0.0,0.0,0.0,67605.71,1755.33,836.0,2591.33,97.4,102.27,97.8,97.43
2025-06-22 05:00:00,M-011,Grinding,7,18.57,100.0,97.68,3.041,126.57,2140,1,Mechanical,2.52,Mechanical Failure,618,32,586,370.88,10.42,14068.27,0.0,123046.53,23800.53,3696.0,41564.8,86.44,73.95,94.82,60.61
2025-06-22 06:00:00,M-028,Injection Molding,7,14.97,73.33,93.88,2.711,123.13,2102,0,No Failure,0.18,No Downtime,834,23,811,269.55,0.0,0.0,0.0,77065.33,1043.55,1201.75,2245.3,98.78,92.9,97.24,89.24
2025-06-22 06:00:00,M-020,CNC Lathe,11,8.95,96.38,104.47,3.607,125.93,1656,1,Mechanical,3.06,Mechanical Failure,293,11,282,171.99,10.69,15953.0,0.0,52185.12,29410.98,1119.25,46483.23,65.84,62.98,96.25,39.91
2025-06-22 07:00:00,M-025,CNC Lathe,7,12.19,60.66,72.39,2.264,117.19,1913,1,Mechanical,4.25,Mechanical Failure,358,14,344,197.2,7.46,13142.76,0.0,63604.74,40855.23,1424.5,55422.48,65.15,56.46,96.09,35.35
2025-06-22 07:00:00,M-024,CNC Mill,13,16.07,84.57,96.81,3.38,129.58,2123,1,Hydraulic,7.12,Hydraulic Failure,407,11,396,310.13,2.97,7848.49,0.0,73235.76,68536.27,1119.25,77504.01,55.65,48.7,97.3,26.37
2025-06-22 08:00:00,M-028,CNC Mill,7,16.18,68.87,78.49,2.687,107.45,1358,1,Mechanical,2.55,Mechanical Failure,726,26,700,270.94,4.13,7487.99,0.0,129558.08,24489.92,2645.5,34623.41,84.26,86.34,96.42,70.15
2025-06-22 08:00:00,M-004,CNC Lathe,2,16.03,82.75,93.24,2.357,126.88,1834,0,No Failure,1.11,Setup/Changeover,746,18,728,303.24,0.0,0.0,0.0,134765.5,10640.09,1831.5,12471.59,93.1,89.57,97.59,81.38
2025-06-22 09:00:00,M-020,Injection Molding,11,15.47,89.86,93.96,3.369,122.75,1834,0,No Failure,0.27,No Downtime,940,28,912,298.27,1.07,1325.54,0.0,86676.68,1542.45,1463.0,4330.99,98.25,101.32,97.02,96.58
2025-06-22 10:00:00,M-018,CNC Mill,15,11.1,77.26,95.66,3.254,118.17,1294,1,Mechanical,7.37,Mechanical Failure,192,3,189,208.67,6.85,14560.16,0.0,35004.96,70884.68,305.25,85750.09,33.6,33.31,98.44,11.02
2025-06-22 13:00:00,M-025,Grinding,7,13.5,83.13,89.59,2.588,111.59,1511,0,No Failure,0.27,No Downtime,625,22,603,244.44,4.39,4805.71,0.0,126533.23,2579.25,2541.0,9925.96,97.98,102.79,96.48,97.17
2025-06-22 14:00:00,M-003,Grinding,15,21.74,92.73,98.66,3.469,121.92,1432,0,No Failure,0.56,No Downtime,875,32,843,434.78,0.0,0.0,0.0,176981.58,5258.02,3696.0,8954.02,97.44,89.44,96.34,83.96
2025-06-22 15:00:00,M-004,Grinding,2,21.14,75.63,93.12,2.356,113.85,1761,1,Electrical,7.3,Electrical Failure,591,9,582,372.95,4.65,8586.98,0.0,122138.44,68997.9,1039.5,78624.38,65.47,62.07,98.48,40.02
2025-06-22 15:00:00,M-014,CNC Mill,3,19.31,100.0,96.84,2.942,130.27,1864,0,No Failure,0.26,No Downtime,804,41,763,385.16,0.0,0.0,0.0,141117.71,2493.11,4171.75,6664.86,98.66,80.04,94.9,74.94
2025-06-22 16:00:00,M-007,Press,8,18.96,74.08,97.32,3.192,110.57,1374,0,No Failure,0.29,No Downtime,1028,45,983,321.83,0.0,0.0,2.35,122916.14,2558.94,3093.75,5652.69,98.46,77.49,95.62,72.96
2025-06-22 16:00:00,M-026,CNC Mill,12,20.62,100.0,95.43,2.919,107.63,1585,0,No Failure,0.61,No Downtime,1038,54,984,423.4,0.0,0.0,0.0,182106.59,5880.71,5494.5,11375.21,97.04,96.84,94.8,89.09
2025-06-22 17:00:00,M-008,CNC Mill,10,12.52,93.04,80.72,3.064,125.73,1742,1,Tool Wear,7.31,Tool Wear Failure,238,5,233,243.49,4.39,8502.04,0.0,43121.71,70319.31,508.75,79330.1,41.6,36.58,97.9,14.9
2025-06-22 18:00:00,M-024,Press,13,17.13,52.46,91.43,2.405,138.16,2351,1,Overheating,13.04,Overheating Failure,244,6,238,260.37,3.79,7455.39,0.0,29761.32,114075.13,412.5,121943.01,23.9,20.35,97.54,4.75
2025-06-22 18:00:00,M-016,Injection Molding,15,12.52,100.0,92.3,3.626,123.08,1630,1,Mechanical,4.06,Mechanical Failure,418,15,403,262.14,5.02,10783.81,0.0,38296.13,23150.95,783.75,34718.5,67.56,55.66,96.41,36.26
2025-06-22 18:00:00,M-020,CNC Lathe,11,12.59,92.54,91.99,2.857,117.14,1782,1,Overheating,2.22,Overheating Failure,448,14,434,245.9,5.08,12263.53,0.0,80321.36,21375.27,1424.5,35063.3,82.35,68.47,96.88,54.62
2025-06-22 22:00:00,M-015,CNC Mill,6,18.47,76.6,86.28,2.281,137.95,1895,0,No Failure,0.3,No Downtime,932,27,905,331.58,0.0,0.0,0.0,167345.84,2932.21,2747.25,5679.46,98.35,96.98,97.1,92.62
2025-06-22 22:00:00,M-007,CNC Lathe,8,20.79,81.16,89.27,2.638,122.69,2321,1,Mechanical,13.56,Mechanical Failure,352,16,336,383.29,5.77,10659.67,0.0,62224.87,130404.5,1628.0,142692.17,34.79,32.6,95.46,10.83
2025-06-22 22:00:00,M-026,Injection Molding,12,16.22,84.9,97.14,3.094,115.95,1846,1,Overheating,9.65,Overheating Failure,362,9,353,307.91,11.82,19748.73,0.0,33543.6,55012.35,470.25,75231.33,40.51,37.2,97.51,14.7
2025-06-22 22:00:00,M-017,Grinding,8,23.6,95.25,86.82,2.755,139.88,2334,1,Electrical,4.95,Electrical Failure,861,25,836,481.23,8.63,11658.25,0.0,175554.73,46779.61,2887.5,61325.37,79.02,81.08,97.1,62.21
2025-06-22 23:00:00,M-022,CNC Lathe,13,17.85,72.72,95.16,1.83,107.06,1346,1,Hydraulic,3.25,Hydraulic Failure,751,32,719,322.06,9.35,15866.8,0.0,133011.37,31245.96,3256.0,50368.76,81.8,80.92,95.74,63.37
2025-06-22 23:00:00,M-022,CNC Mill,13,13.89,100.0,96.26,2.917,116.0,2016,1,Hydraulic,3.58,Hydraulic Failure,556,24,532,285.26,11.58,19620.67,0.0,98329.96,34410.56,2442.0,56473.23,74.25,76.9,95.68,54.63
2025-06-22 23:00:00,M-022,Grinding,13,12.65,63.32,104.94,3.085,118.57,1557,1,Electrical,16.48,Electrical Failure,0,0,0,219.47,6.06,13613.36,1.57,0.0,155776.53,0.0,169389.89,0.0,0.0,0.0,0.0
2025-06-23 00:00:00,M-012,CNC Mill,12,21.07,53.36,76.8,2.902,146.91,1725,1,Mechanical,8.9,Mechanical Failure,596,18,578,319.96,9.01,16651.33,0.0,106858.05,85607.2,1831.5,104090.03,57.77,54.36,96.98,30.45
2025-06-23 00:00:00,M-018,Injection Molding,15,17.51,87.81,97.08,2.957,107.06,1666,0,No Failure,0.41,No Downtime,1039,41,998,346.72,0.0,0.0,0.0,94812.27,2321.55,2142.25,4463.8,97.67,98.88,96.05,92.77
2025-06-23 02:00:00,M-024,CNC Lathe,13,19.7,96.13,100.24,3.809,105.81,1478,1,Hydraulic,2.34,Hydraulic Failure,767,35,732,401.55,2.44,7658.85,0.0,135483.4,22475.88,3561.25,33695.98,88.14,74.89,95.44,63.0
2025-06-23 03:00:00,M-014,CNC Mill,3,6.37,70.99,80.55,2.113,118.36,2130,0,No Failure,0.43,No Downtime,281,6,275,,0.0,0.0,0.0,50924.19,4108.77,610.5,4719.27,93.29,84.94,97.87,77.55
2025-06-23 03:00:00,M-015,Press,6,17.98,43.3,75.88,1.342,129.37,1502,0,No Failure,1.91,Setup/Changeover,990,34,956,266.93,2.45,2599.43,2.22,119496.5,16750.48,2337.5,21687.41,89.35,78.66,96.57,67.87
2025-06-23 05:00:00,M-015,Injection Molding,6,14.95,54.13,89.66,1.967,123.96,1604,0,No Failure,0.06,No Downtime,845,21,824,,0.0,0.0,0.0,78233.05,361.09,1097.25,1458.34,99.58,94.13,97.51,91.4
2025-06-23 05:00:00,M-005,CNC Mill,11,11.42,83.61,97.24,3.109,109.46,1729,1,Electrical,5.52,Electrical Failure,278,9,269,215.54,11.58,17405.03,0.0,49854.11,53078.49,915.75,71399.28,51.71,46.87,96.77,23.45
2025-06-23 06:00:00,M-016,CNC Mill,15,16.75,79.36,89.67,2.781,103.12,1597,0,No Failure,0.9,Setup/Changeover,859,22,837,312.82,0.0,0.0,0.0,154935.0,8634.34,2238.5,10872.84,94.64,98.68,97.44,91.0
2025-06-23 07:00:00,M-005,CNC Mill,11,21.37,95.48,85.91,3.28,111.46,1887,0,No Failure,0.15,No Downtime,1134,35,1099,429.68,0.0,0.0,2.28,203389.09,1428.31,3561.25,4989.56,99.31,102.1,96.91,98.26
2025-06-23 08:00:00,M-002,Press,11,24.0,78.52,94.61,2.857,118.03,1233,0,No Failure,0.13,No Downtime,1578,54,1524,440.12,0.0,0.0,0.0,190457.37,1128.01,3712.5,4840.51,99.46,93.91,96.58,90.21
2025-06-23 09:00:00,M-020,Grinding,11,17.97,67.13,90.51,2.458,118.83,1528,1,Electrical,6.32,Electrical Failure,500,20,480,306.16,6.47,10914.74,1.47,100816.98,59755.06,2310.0,72979.8,64.81,61.85,96.0,38.48
2025-06-23 11:00:00,M-028,Grinding,7,14.16,79.83,91.59,2.859,114.07,1571,1,Hydraulic,5.02,Hydraulic Failure,344,19,325,259.34,5.85,8804.66,0.0,68235.85,47475.64,2194.5,58474.81,64.53,53.96,94.48,32.9
2025-06-23 12:00:00,M-025,CNC Lathe,7,13.92,89.72,89.55,3.195,115.26,1539,0,No Failure,0.29,No Downtime,643,19,624,277.35,0.0,0.0,0.0,115455.37,2801.21,1933.25,4734.46,97.91,88.83,97.05,84.4
2025-06-23 12:00:00,M-009,Grinding,15,20.85,98.42,103.8,3.385,116.47,2212,0,No Failure,0.79,Material Shortage,832,30,802,444.89,0.0,0.0,1.76,168364.82,7441.22,3465.0,10906.22,96.22,88.64,96.39,82.21
2025-06-23 15:00:00,M-022,CNC Lathe,13,13.01,76.95,101.93,3.041,123.8,1668,0,No Failure,0.1,No Downtime,657,25,632,220.24,0.0,0.0,0.0,116832.92,935.64,2543.75,3479.39,99.25,97.03,96.19,92.63
2025-06-23 19:00:00,M-027,CNC Mill,11,19.49,78.44,100.24,2.252,120.95,1653,0,No Failure,0.04,No Downtime,975,22,953,361.12,0.0,0.0,0.0,176244.45,398.2,2238.5,2636.7,99.79,96.17,97.74,93.8
2025-06-23 20:00:00,M-009,Injection Molding,15,18.17,90.41,91.98,3.664,126.03,1852,0,No Failure,0.25,No Downtime,1040,27,1013,346.82,0.0,0.0,0.0,96240.48,1449.97,1410.75,2860.72,98.6,95.38,97.4,91.6
2025-06-23 21:00:00,M-004,CNC Lathe,2,17.73,62.52,95.35,1.839,118.48,2105,0,No Failure,0.44,No Downtime,821,17,804,299.42,0.0,0.0,0.0,148787.92,4210.72,1729.75,5940.47,97.53,89.07,97.93,85.07
2025-06-23 22:00:00,M-015,CNC Lathe,6,10.73,85.31,92.52,2.334,95.36,1605,0,No Failure,0.62,No Downtime,488,22,466,225.53,0.0,0.0,0.0,86292.48,5921.9,2238.5,8160.4,94.26,87.56,95.5,78.82
2025-06-23 23:00:00,M-011,CNC Mill,7,15.57,72.25,77.94,2.761,115.97,1875,1,Hydraulic,1.65,Hydraulic Failure,655,20,635,269.07,4.57,7877.04,1.7,117446.26,15834.35,2035.0,25746.38,89.43,80.87,96.95,70.11
2025-06-23 23:00:00,M-001,Injection Molding,10,11.17,75.94,92.33,2.533,108.35,1415,0,No Failure,0.08,No Downtime,610,24,586,212.79,0.0,0.0,0.0,55675.13,469.15,1254.0,1723.15,99.26,91.05,96.07,86.82
2025-06-23 23:00:00,M-018,Press,15,14.65,79.54,95.88,2.739,135.91,1895,1,Electrical,1.33,Electrical Failure,951,50,901,256.86,8.33,13360.05,0.0,112644.5,11668.03,3437.5,28465.58,90.9,92.77,94.74,79.89
2025-06-24 01:00:00,M-029,CNC Mill,8,20.67,77.81,87.82,2.498,102.91,1787,0,No Failure,0.71,No Downtime,828,31,797,380.3,0.0,0.0,0.0,147422.16,6865.58,3154.25,10019.83,96.55,77.03,96.26,71.58
2025-06-24 01:00:00,M-001,Injection Molding,10,21.92,100.0,93.78,2.674,97.05,1484,1,Hydraulic,4.37,Hydraulic Failure,975,38,937,462.95,4.29,6712.87,0.0,89000.89,24930.4,1985.5,33628.78,80.05,74.11,96.1,57.01
2025-06-24 02:00:00,M-008,Injection Molding,10,17.86,70.43,92.71,2.321,125.05,1283,1,Tool Wear,6.99,Tool Wear Failure,567,23,544,322.48,8.26,15784.76,0.0,51679.63,39866.84,1201.75,56853.35,60.83,52.92,95.94,30.89
2025-06-24 02:00:00,M-025,Injection Molding,7,14.72,69.66,90.16,2.762,118.4,2157,1,Hydraulic,5.6,Hydraulic Failure,539,19,520,249.33,9.44,12707.69,1.61,49364.17,31895.99,992.75,45596.43,61.98,60.99,96.47,36.47
2025-06-24 03:00:00,M-016,Press,15,23.35,99.75,95.43,3.754,121.62,2074,1,Tool Wear,14.73,Tool Wear Failure,591,23,568,468.83,4.31,11264.17,0.0,71056.97,128914.71,1581.25,141760.13,36.91,36.18,96.11,12.84
2025-06-24 03:00:00,M-026,CNC Lathe,12,14.67,84.23,89.91,2.939,122.49,1958,1,Electrical,3.31,Electrical Failure,572,27,545,292.34,2.61,9255.26,0.0,100761.77,31799.8,2747.25,43802.31,77.46,74.96,95.28,55.32
2025-06-24 04:00:00,M-028,CNC Lathe,7,12.46,86.25,86.12,2.465,,2188,1,Overheating,21.5,Overheating Failure,0,0,0,235.63,3.97,9383.61,0.0,0.0,206801.5,0.0,216185.1,0.0,0.0,0.0,0.0
2025-06-24 04:00:00,M-022,Injection Molding,13,19.79,64.08,88.45,2.748,109.08,1961,0,No Failure,0.52,No Downtime,1103,35,1068,323.84,0.0,0.0,0.0,101448.12,2968.48,1828.75,4797.23,97.37,92.9,96.83,87.58
2025-06-24 05:00:00,M-018,Injection Molding,15,18.83,82.95,100.57,2.379,119.45,1518,0,No Failure,0.18,No Downtime,1092,26,1066,365.85,0.0,0.0,0.0,101250.61,1034.55,1358.5,2393.05,99.04,96.63,97.62,93.42
2025-06-24 06:00:00,M-022,Grinding,13,14.83,89.85,102.38,3.477,105.74,1859,0,No Failure,0.2,No Downtime,664,27,637,284.96,0.0,0.0,0.0,133690.93,1852.46,3118.5,4970.96,98.68,99.44,95.93,94.14
2025-06-24 06:00:00,M-009,CNC Lathe,15,17.4,70.06,91.13,2.787,133.3,2257,1,Electrical,5.63,Electrical Failure,477,16,461,317.94,5.45,9342.6,0.0,85348.94,54120.65,1628.0,65091.26,67.67,52.75,96.65,34.5
2025-06-24 07:00:00,M-012,CNC Lathe,12,18.77,86.8,100.29,2.6,110.19,1638,1,Electrical,7.79,Electrical Failure,503,24,479,354.31,9.11,14403.04,0.0,88698.07,74908.86,2442.0,91753.9,58.51,51.58,95.23,28.74
2025-06-24 07:00:00,M-019,CNC Lathe,8,17.81,73.14,90.14,3.037,101.39,1710,1,Tool Wear,3.79,Tool Wear Failure,714,39,675,313.75,2.78,8551.24,0.0,124829.34,36492.95,3968.25,49012.44,78.71,77.05,94.54,57.33
2025-06-24 08:00:00,M-025,CNC Lathe,7,18.84,66.46,86.02,2.361,119.62,1915,1,Hydraulic,6.21,Hydraulic Failure,590,11,579,309.89,2.81,7166.58,0.0,107187.3,59711.37,1119.25,67997.2,67.05,60.28,98.14,39.66
2025-06-24 09:00:00,M-018,Press,15,14.98,93.68,108.82,3.087,109.13,2254,0,No Failure,0.43,No Downtime,1003,27,976,317.64,0.0,0.0,2.17,122038.5,3773.42,1856.25,5629.67,97.12,95.7,97.31,90.44
2025-06-24 09:00:00,M-027,Grinding,11,19.1,93.43,96.33,3.749,133.35,2001,0,No Failure,0.69,No Downtime,780,25,755,376.78,0.0,0.0,1.63,158584.14,6517.79,2887.5,9405.29,96.39,90.75,96.8,84.67
2025-06-24 10:00:00,M-005,Press,11,17.07,79.3,90.43,2.594,92.96,1543,0,No Failure,0.42,No Downtime,1224,46,1178,313.42,0.0,0.0,0.0,147237.52,3662.13,3162.5,6824.63,97.55,102.43,96.24,96.16
2025-06-24 11:00:00,M-027,Press,11,15.11,83.81,97.25,3.121,97.77,1832,0,No Failure,0.36,No Downtime,854,29,825,290.13,0.0,0.0,0.0,103177.48,3139.46,1993.75,5133.21,97.63,80.77,96.61,76.17
2025-06-24 12:00:00,M-002,Injection Molding,11,16.02,96.04,87.54,3.321,114.94,1830,0,No Failure,0.36,No Downtime,802,22,780,310.91,1.62,2001.16,0.0,74079.4,2030.6,1149.5,5181.26,97.78,83.43,97.26,79.34
2025-06-24 12:00:00,M-007,CNC Lathe,8,16.61,70.46,85.59,2.172,117.13,1995,1,Hydraulic,1.46,Hydraulic Failure,808,27,781,293.75,4.89,7658.07,0.0,144549.13,14086.13,2747.25,24491.45,91.18,93.6,96.66,82.5
2025-06-24 14:00:00,M-027,Injection Molding,11,11.22,82.38,93.49,2.784,108.49,1386,1,Overheating,4.03,Overheating Failure,453,24,429,219.97,3.18,8305.97,0.0,40714.92,22997.83,1254.0,32557.8,64.04,67.24,94.7,40.77
2025-06-24 19:00:00,M-010,Injection Molding,2,14.45,67.59,85.79,2.028,111.95,1395,1,Mechanical,4.95,Mechanical Failure,579,16,563,240.57,11.96,15566.67,0.0,53437.63,28222.24,836.0,44624.91,65.74,66.71,97.23,42.64
2025-06-24 19:00:00,M-015,CNC Lathe,6,17.26,60.74,84.61,1.575,134.86,1767,0,No Failure,0.21,No Downtime,859,24,835,276.22,0.0,0.0,0.0,154386.35,2021.57,2442.0,4463.57,98.78,95.66,97.2,91.85
2025-06-24 20:00:00,M-025,Injection Molding,7,11.6,69.97,78.26,1.722,107.08,1793,0,No Failure,0.02,No Downtime,639,18,621,190.8,2.98,3257.79,0.0,58955.67,130.29,940.5,4328.58,99.8,91.78,97.18,89.02
2025-06-24 20:00:00,M-007,Press,8,14.52,60.25,79.35,1.523,94.72,1545,0,No Failure,0.55,No Downtime,845,21,824,235.9,0.0,0.0,0.97,102989.67,4847.84,1443.75,6291.59,96.18,83.13,97.51,77.97
2025-06-24 21:00:00,M-028,CNC Lathe,7,24.0,81.46,85.93,2.459,114.42,1821,1,Overheating,6.58,Overheating Failure,871,29,842,453.98,5.84,10740.91,0.0,155722.09,63292.47,2950.75,76984.13,72.59,69.77,96.67,48.96
2025-06-24 21:00:00,M-005,CNC Mill,11,12.48,66.69,89.92,2.203,101.41,1807,1,Overheating,3.76,Overheating Failure,437,18,419,212.99,9.66,16734.67,1.03,77473.03,36144.57,1831.5,54710.74,69.9,67.29,95.88,45.1
2025-06-24 22:00:00,M-015,CNC Mill,6,15.46,55.44,74.22,1.772,120.21,2350,0,No Failure,0.63,No Downtime,617,8,609,243.33,0.0,0.0,1.37,112597.11,6013.15,814.0,6827.15,95.96,76.68,98.7,72.63
2025-06-24 23:00:00,M-020,CNC Lathe,11,13.67,87.9,101.59,2.785,124.15,1681,0,No Failure,0.73,No Downtime,692,18,674,261.97,0.0,0.0,1.85,124631.65,7032.37,1831.5,8863.87,94.65,97.34,97.4,89.74
2025-06-24 23:00:00,M-028,CNC Lathe,7,16.53,84.99,91.17,2.681,116.15,1450,1,Mechanical,1.51,Mechanical Failure,660,17,643,311.98,4.27,8140.88,0.0,118951.4,14560.56,1729.75,24431.19,90.84,76.77,97.42,67.94
2025-06-25 00:00:00,M-020,Press,11,13.74,72.88,91.55,2.552,120.47,2236,0,No Failure,0.3,No Downtime,988,28,960,243.17,0.0,0.0,0.0,120010.15,2599.15,1925.0,4524.15,97.84,102.73,97.17,97.66
2025-06-25 00:00:00,M-015,Press,6,16.03,84.84,87.43,2.381,104.89,1634,1,Tool Wear,6.86,Tool Wear Failure,524,11,513,308.59,9.02,14418.51,2.49,64181.95,60065.46,756.25,75240.22,57.17,46.75,97.9,26.16
2025-06-25 00:00:00,M-010,Injection Molding,2,14.13,61.71,71.52,2.687,125.59,1925,0,No Failure,0.03,No Downtime,888,14,874,215.22,0.0,0.0,0.0,83012.33,191.1,731.5,922.6,99.76,104.75,98.42,100.0
2025-06-25 00:00:00,M-024,Grinding,13,21.22,73.29,92.07,2.699,109.19,2138,0,No Failure,0.42,No Downtime,790,28,762,376.26,2.05,2675.94,0.0,159974.3,3947.08,3234.0,9857.03,98.03,82.71,96.45,78.2
2025-06-25 03:00:00,M-026,Injection Molding,12,17.33,83.7,97.5,3.256,137.7,2306,0,No Failure,0.93,Quality Issue,892,48,844,320.82,0.0,0.0,0.0,80170.85,5311.7,2508.0,7819.7,94.62,85.79,94.62,76.81
2025-06-25 04:00:00,M-029,Press,8,12.99,90.47,90.38,2.396,114.69,1845,0,No Failure,0.9,Setup/Changeover,639,32,607,254.6,0.0,0.0,0.0,75886.99,7890.16,2200.0,10090.16,93.06,70.29,94.99,62.14
2025-06-25 06:00:00,M-026,Grinding,12,20.36,72.65,97.0,3.175,110.49,1450,0,No Failure,1.23,Setup/Changeover,677,34,643,366.14,0.0,0.0,0.0,134963.76,11601.75,3927.0,15528.75,93.97,73.85,94.98,65.91
2025-06-25 06:00:00,M-014,Injection Molding,3,13.17,65.16,81.36,1.931,112.41,1923,0,No Failure,1.42,Material Shortage,616,8,608,221.97,0.0,0.0,0.0,57773.91,8068.96,418.0,8486.96,89.25,77.99,98.7,68.7
2025-06-25 07:00:00,M-026,CNC Lathe,12,10.74,91.76,98.96,4.032,125.79,1764,1,Overheating,3.68,Overheating Failure,375,14,361,,7.29,12232.48,0.0,66814.31,35407.77,1424.5,49064.75,65.74,67.15,96.27,42.5
2025-06-25 08:00:00,M-026,CNC Mill,12,16.99,86.58,92.98,2.499,135.34,1482,0,No Failure,0.09,No Downtime,733,36,697,322.93,4.84,6143.11,0.0,128878.03,845.52,3663.0,10651.63,99.48,82.94,95.09,78.45
2025-06-25 08:00:00,M-010,Injection Molding,2,24.0,75.08,85.39,1.878,120.55,2086,0,No Failure,0.25,No Downtime,1436,33,1403,417.08,0.0,0.0,0.0,133303.43,1419.01,1724.25,3143.26,98.96,99.74,97.7,96.43
2025-06-25 10:00:00,M-017,Injection Molding,8,9.69,92.54,96.97,2.8,144.52,2057,1,Mechanical,7.1,Mechanical Failure,157,6,151,190.25,3.94,6259.79,0.0,14345.31,40456.17,313.5,47029.46,26.75,27.01,96.18,6.95
